[0719/154046:ERROR:backend_impl.cc(2020)] Corrupt Index file
[0719/154046:ERROR:cache_util_win.cc(20)] Unable to move the cache: 5
[0719/154046:ERROR:cache_util.cc(134)] Unable to move cache folder C:\ProgramData\Altium\Altium Designer {FF83626F-D721-4B7A-AA7E-CAF67EAE1292}\BrowserCache to C:\ProgramData\Altium\Altium Designer {FF83626F-D721-4B7A-AA7E-CAF67EAE1292}\old_BrowserCache_000
[0719/154046:ERROR:cache_creator.cc(129)] Unable to create cache
[1004/165725:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165730:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165736:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165741:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165746:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165751:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165756:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165801:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165806:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165811:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165816:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165821:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165826:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165831:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165836:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165841:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165846:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165851:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165856:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165901:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165906:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165911:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165916:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165921:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165926:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165931:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165936:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165941:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165946:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165951:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/165956:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170001:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170006:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170011:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170016:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170021:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170026:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170031:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170036:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170041:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170046:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170052:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170057:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170102:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170107:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170112:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170117:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170122:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170127:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170132:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170137:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170142:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170147:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170152:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170157:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170202:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170207:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170212:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170217:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170222:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170227:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170232:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170237:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170242:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170247:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170252:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170257:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170302:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170307:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170312:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170317:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170322:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170327:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170332:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170337:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170343:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170348:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170353:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170358:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170403:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170408:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170413:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170418:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170423:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170428:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170433:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170438:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170443:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170448:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170453:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170458:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170503:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170508:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170513:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170518:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170523:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170528:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170533:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170538:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170543:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170548:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170553:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170558:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170603:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170608:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170613:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170619:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170624:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170629:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170634:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170639:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170644:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170649:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170654:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170659:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170704:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170709:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170714:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170719:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170724:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170729:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/170734:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/150922:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/150927:ERROR:backend_impl.cc(2020)] Corrupt Index file
[0501/150927:ERROR:cache_util_win.cc(20)] Unable to move the cache: 5
[0501/150927:ERROR:cache_util.cc(134)] Unable to move cache folder C:\ProgramData\Altium\Altium Designer {FF83626F-D721-4B7A-AA7E-CAF67EAE1292}\BrowserCache to C:\ProgramData\Altium\Altium Designer {FF83626F-D721-4B7A-AA7E-CAF67EAE1292}\old_BrowserCache_000
[0501/150927:ERROR:cache_creator.cc(129)] Unable to create cache
[0501/150927:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/150932:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/150937:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/150942:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/150947:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/150952:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/150957:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151002:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151007:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151012:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151017:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151022:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151028:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151033:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151038:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151043:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151048:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151053:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151058:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151103:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151108:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151113:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151118:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151123:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151128:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151133:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151138:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151143:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151148:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151153:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151158:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151203:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151208:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151213:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151218:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151223:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151228:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151233:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151238:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151243:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151248:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151253:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151258:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151303:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151308:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151313:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151318:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151323:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151328:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151333:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151338:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151343:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151348:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151353:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151358:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151403:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151408:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151413:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151418:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151423:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151428:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151433:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151438:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151443:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151448:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151453:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151458:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151503:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151508:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151513:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151518:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151523:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151528:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151533:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151538:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151543:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151548:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151553:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151558:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151603:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151608:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151613:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151618:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151623:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151628:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151633:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151638:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151643:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151648:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151654:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151659:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151704:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151709:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151714:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151719:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151724:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151729:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/151734:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
